,city,state,city_size,mode,n,percent,moe,state_abb,state_region
393,Enterprise,Alabama,Small,Bike,13,0.1,0.1,AL,South
394,Euclid,Ohio,Small,Bike,14,0.1,0.1,OH,North Central
395,Euless,Texas,Small,Bike,83,0.3,0.3,TX,South
396,Eureka,California,Small,Bike,232,1.9,1.0,CA,West
397,Evanston,Illinois,Small,Bike,1073,3.0,0.5,IL,North Central
398,Everett,Massachusetts,Small,Bike,162,0.7,0.5,MA,Northeast
399,Fair Lawn,New Jersey,Small,Bike,9,0.1,0.1,NJ,Northeast
400,Fairbanks,Alaska,Small,Bike,301,1.9,0.9,AK,West
401,Fairborn,Ohio,Small,Bike,81,0.5,0.5,OH,North Central
402,Fairfax,Virginia,Small,Bike,23,0.2,0.2,VA,South
403,Fairfield,Ohio,Small,Bike,0,0.0,0.1,OH,North Central
404,Fall River,Massachusetts,Small,Bike,90,0.3,0.2,MA,Northeast
405,Faribault,Minnesota,Small,Bike,12,0.1,0.2,MN,North Central
406,Farmers Branch,Texas,Small,Bike,18,0.1,0.2,TX,South
407,Farmington,Minnesota,Small,Bike,13,0.1,0.2,MN,North Central
408,Farmington,New Mexico,Small,Bike,91,0.5,0.5,NM,West
409,Farmington,Utah,Small,Bike,7,0.1,0.2,UT,West
410,Farmington Hills,Michigan,Small,Bike,82,0.2,0.2,MI,North Central
411,Farragut,Tennessee,Small,Bike,0,0.0,0.4,TN,South
412,Fayetteville,Arkansas,Small,Bike,213,0.6,0.3,AR,South
413,Federal Way,Washington,Small,Bike,49,0.1,0.1,WA,West
414,Ferguson,Missouri,Small,Bike,9,0.1,0.2,MO,North Central
415,Ferndale,Michigan,Small,Bike,62,0.6,0.5,MI,North Central
416,Findlay,Ohio,Small,Bike,155,0.8,0.5,OH,North Central
417,Fishers,Indiana,Small,Bike,49,0.1,0.1,IN,North Central
418,Fitchburg,Massachusetts,Small,Bike,11,0.1,0.1,MA,Northeast
419,Fitchburg,Wisconsin,Small,Bike,119,0.9,0.6,WI,North Central
420,Flagstaff,Arizona,Small,Bike,1713,4.9,0.8,AZ,West
421,Florence,Alabama,Small,Bike,39,0.2,0.3,AL,South
422,Florence,Kentucky,Small,Bike,28,0.2,0.2,KY,South
423,Florence,South Carolina,Small,Bike,94,0.6,0.4,SC,South
424,Florence,Arizona,Small,Bike,0,0.0,1.3,AZ,West
425,Florissant,Missouri,Small,Bike,31,0.1,0.1,MO,North Central
426,Flower Mound,Texas,Small,Bike,38,0.1,0.1,TX,South
427,Folsom,California,Small,Bike,240,0.8,0.4,CA,West
428,Fond du Lac,Wisconsin,Small,Bike,258,1.2,0.5,WI,North Central
429,Forest Grove,Oregon,Small,Bike,72,0.8,0.8,OR,West
430,Fort Dodge,Iowa,Small,Bike,69,0.6,0.7,IA,North Central
431,Fort Lee,New Jersey,Small,Bike,5,0.0,0.1,NJ,Northeast
432,Fort Myers,Florida,Small,Bike,292,1.2,0.6,FL,South
433,Fort Pierce,Florida,Small,Bike,41,0.3,0.3,FL,South
434,Fort Smith,Arkansas,Small,Bike,26,0.1,0.1,AR,South
435,Fort Walton Beach,Florida,Small,Bike,77,0.8,0.6,FL,South
436,Foster City,California,Small,Bike,68,0.5,0.3,CA,West
437,Fountain,Colorado,Small,Bike,34,0.3,0.3,CO,West
438,Fountain Hills,Arizona,Small,Bike,8,0.1,0.2,AZ,West
439,Fountain Valley,California,Small,Bike,106,0.4,0.2,CA,West
440,Frankfort,Kentucky,Small,Bike,40,0.3,0.3,KY,South
441,Franklin,Indiana,Small,Bike,21,0.2,0.2,IN,North Central
442,Franklin,Tennessee,Small,Bike,45,0.1,0.2,TN,South
443,Franklin,Wisconsin,Small,Bike,0,0.0,0.1,WI,North Central
444,Franklin Town,Massachusetts,Small,Bike,44,0.3,0.4,MA,Northeast
445,Frederick,Maryland,Small,Bike,105,0.3,0.2,MD,South
446,Fredericksburg,Virginia,Small,Bike,86,0.7,0.5,VA,South
447,Freeport,Illinois,Small,Bike,106,1.0,0.7,IL,North Central
448,Freeport,New York,Small,Bike,170,0.8,0.6,NY,Northeast
449,Fremont,Nebraska,Small,Bike,80,0.6,0.6,NE,North Central
450,Fridley,Minnesota,Small,Bike,61,0.4,0.4,MN,North Central
451,Friendswood,Texas,Small,Bike,25,0.1,0.2,TX,South
452,Gadsden,Alabama,Small,Bike,8,0.1,0.1,AL,South
453,Gahanna,Ohio,Small,Bike,24,0.1,0.2,OH,North Central
454,Gainesville,Georgia,Small,Bike,11,0.1,0.1,GA,South
455,Gaithersburg,Maryland,Small,Bike,148,0.5,0.4,MD,South
456,Galesburg,Illinois,Small,Bike,89,0.7,0.5,IL,North Central
457,Gallatin,Tennessee,Small,Bike,0,0.0,0.3,TN,South
458,Gallup,New Mexico,Small,Bike,36,0.4,0.4,NM,West
459,Galt,California,Small,Bike,0,0.0,0.4,CA,West
460,Galveston,Texas,Small,Bike,586,2.7,0.7,TX,South
461,Garden City,Kansas,Small,Bike,131,1.0,0.6,KS,North Central
462,Garden City,Michigan,Small,Bike,44,0.4,0.3,MI,North Central
463,Garden City,New York,Small,Bike,13,0.1,0.2,NY,Northeast
464,Gardena,California,Small,Bike,80,0.3,0.3,CA,West
465,Gardner,Kansas,Small,Bike,0,0.0,0.3,KS,North Central
466,Gardner,Massachusetts,Small,Bike,37,0.4,0.4,MA,Northeast
467,Garfield,New Jersey,Small,Bike,95,0.6,0.5,NJ,Northeast
468,Garfield Heights,Ohio,Small,Bike,28,0.2,0.2,OH,North Central
469,Garner,North Carolina,Small,Bike,0,0.0,0.3,NC,South
470,Gary,Indiana,Small,Bike,59,0.2,0.2,IN,North Central
471,Gastonia,North Carolina,Small,Bike,18,0.1,0.1,NC,South
472,Geneva,Illinois,Small,Bike,26,0.3,0.3,IL,North Central
473,Georgetown,Kentucky,Small,Bike,0,0.0,0.2,KY,South
474,Georgetown,Texas,Small,Bike,19,0.1,0.1,TX,South
475,Germantown,Tennessee,Small,Bike,0,0.0,0.2,TN,South
476,Gillette,Wyoming,Small,Bike,30,0.2,0.3,WY,West
477,Gilroy,California,Small,Bike,190,0.9,0.5,CA,West
478,Gladstone,Missouri,Small,Bike,0,0.0,0.2,MO,North Central
479,Glen Cove,New York,Small,Bike,25,0.2,0.2,NY,Northeast
480,Glen Ellyn,Illinois,Small,Bike,35,0.3,0.3,IL,North Central
481,Glendale Heights,Illinois,Small,Bike,72,0.4,0.3,IL,North Central
482,Glendora,California,Small,Bike,90,0.4,0.2,CA,West
483,Glenview,Illinois,Small,Bike,44,0.2,0.2,IL,North Central
484,Gloucester,Massachusetts,Small,Bike,69,0.5,0.4,MA,Northeast
485,Golden Valley,Minnesota,Small,Bike,190,1.8,1.6,MN,North Central
486,Goldsboro,North Carolina,Small,Bike,79,0.6,0.3,NC,South
487,Goleta,California,Small,Bike,844,5.4,1.3,CA,West
488,Goodyear,Arizona,Small,Bike,16,0.1,0.1,AZ,West
489,Goose Creek,South Carolina,Small,Bike,61,0.3,0.2,SC,South
490,Goshen,Indiana,Small,Bike,260,1.9,1.0,IN,North Central
491,Grand Forks,North Dakota,Small,Bike,387,1.3,0.4,ND,North Central
492,Grand Island,Nebraska,Small,Bike,175,0.7,0.5,NE,North Central
493,Grand Junction,Colorado,Small,Bike,635,2.3,0.6,CO,West
494,Grandview,Missouri,Small,Bike,0,0.0,0.3,MO,North Central
495,Granite City,Illinois,Small,Bike,20,0.2,0.2,IL,North Central
496,Grants Pass,Oregon,Small,Bike,181,1.4,0.7,OR,West
497,Grapevine,Texas,Small,Bike,134,0.5,0.5,TX,South
498,Grayslake,Illinois,Small,Bike,31,0.3,0.3,IL,North Central
499,Great Falls,Montana,Small,Bike,272,1.0,0.4,MT,West
500,Greeley,Colorado,Small,Bike,725,1.8,0.5,CO,West
501,Green,Ohio,Small,Bike,0,0.0,0.2,OH,North Central
502,Greenacres,Florida,Small,Bike,142,0.8,0.7,FL,South
503,Greenbelt,Maryland,Small,Bike,24,0.2,0.2,MD,South
504,Greenfield,Indiana,Small,Bike,40,0.4,0.5,IN,North Central
505,Greenfield,Wisconsin,Small,Bike,55,0.3,0.3,WI,North Central
506,Greenville,Mississippi,Small,Bike,10,0.1,0.1,MS,South
507,Greenville,North Carolina,Small,Bike,181,0.4,0.2,NC,South
508,Greenville,South Carolina,Small,Bike,72,0.3,0.2,SC,South
509,Greenville,Texas,Small,Bike,0,0.0,0.4,TX,South
510,Greenwood,Indiana,Small,Bike,28,0.1,0.1,IN,North Central
511,Greenwood,South Carolina,Small,Bike,0,0.0,0.5,SC,South
512,Greer,South Carolina,Small,Bike,25,0.2,0.3,SC,South
513,Griffin,Georgia,Small,Bike,31,0.4,0.4,GA,South
514,Grove City,Ohio,Small,Bike,40,0.2,0.2,OH,North Central
515,Gulfport,Mississippi,Small,Bike,84,0.3,0.2,MS,South
516,Gurnee,Illinois,Small,Bike,79,0.5,0.4,IL,North Central
517,Hackensack,New Jersey,Small,Bike,96,0.4,0.4,NJ,Northeast
518,Hagerstown,Maryland,Small,Bike,46,0.3,0.2,MD,South
519,Haines City,Florida,Small,Bike,0,0.0,0.6,FL,South
520,Hallandale Beach,Florida,Small,Bike,305,1.9,1.2,FL,South
521,Haltom City,Texas,Small,Bike,45,0.2,0.2,TX,South
522,Hamilton,Ohio,Small,Bike,53,0.2,0.2,OH,North Central
523,Hammond,Indiana,Small,Bike,57,0.2,0.2,IN,North Central
524,Hammond,Louisiana,Small,Bike,184,2.2,1.2,LA,South
525,Hamtramck,Michigan,Small,Bike,11,0.2,0.3,MI,North Central
526,Hanford,California,Small,Bike,173,0.8,0.6,CA,West
527,Hanover Park,Illinois,Small,Bike,170,0.9,0.6,IL,North Central
528,Harker Heights,Texas,Small,Bike,20,0.2,0.3,TX,South
529,Harlingen,Texas,Small,Bike,135,0.6,0.4,TX,South
530,Harrisburg,Pennsylvania,Small,Bike,91,0.5,0.4,PA,Northeast
531,Harrison,New York,Small,Bike,50,0.4,0.5,NY,Northeast
532,Harrisonburg,Virginia,Small,Bike,341,1.7,0.8,VA,South
533,Harvey,Illinois,Small,Bike,0,0.0,0.4,IL,North Central
534,Hastings,Minnesota,Small,Bike,48,0.4,0.3,MN,North Central
535,Hastings,Nebraska,Small,Bike,39,0.3,0.3,NE,North Central
536,Hattiesburg,Mississippi,Small,Bike,245,1.2,0.5,MS,South
537,Havelock,North Carolina,Small,Bike,57,0.5,0.7,NC,South
538,Haverhill,Massachusetts,Small,Bike,35,0.1,0.1,MA,Northeast
539,Hawthorne,California,Small,Bike,330,0.9,0.4,CA,West
540,Hays,Kansas,Small,Bike,54,0.4,0.4,KS,North Central
541,Hazelwood,Missouri,Small,Bike,0,0.0,0.2,MO,North Central
542,Hazleton,Pennsylvania,Small,Bike,11,0.1,0.2,PA,Northeast
543,Helena,Montana,Small,Bike,488,3.3,1.1,MT,West
544,Hemet,California,Small,Bike,50,0.2,0.2,CA,West
545,Hempstead,New York,Small,Bike,255,1.0,0.9,NY,Northeast
546,Henderson,Kentucky,Small,Bike,22,0.2,0.2,KY,South
547,Hendersonville,Tennessee,Small,Bike,11,0.0,0.1,TN,South
548,Hercules,California,Small,Bike,38,0.3,0.4,CA,West
549,Herndon,Virginia,Small,Bike,7,0.1,0.1,VA,South
550,Herriman,Utah,Small,Bike,0,0.0,0.3,UT,West
551,Hesperia,California,Small,Bike,54,0.2,0.2,CA,West
552,Hialeah Gardens,Florida,Small,Bike,11,0.1,0.2,FL,South
553,Hickory,North Carolina,Small,Bike,23,0.1,0.2,NC,South
554,Highland,California,Small,Bike,22,0.1,0.1,CA,West
555,Highland Park,Illinois,Small,Bike,90,0.6,0.4,IL,North Central
556,Highland,Indiana,Small,Bike,10,0.1,0.1,IN,North Central
557,Hilliard,Ohio,Small,Bike,12,0.1,0.1,OH,North Central
558,Hillsboro,Oregon,Small,Bike,568,1.3,0.5,OR,West
559,Hilton Head Island,South Carolina,Small,Bike,377,2.3,0.8,SC,South
560,Hinesville,Georgia,Small,Bike,87,0.6,0.5,GA,South
561,Hobart,Indiana,Small,Bike,42,0.3,0.3,IN,North Central
562,Hobbs,New Mexico,Small,Bike,10,0.1,0.1,NM,West
563,Hoboken,New Jersey,Small,Bike,187,0.6,0.4,NJ,Northeast
564,Hoffman Estates,Illinois,Small,Bike,341,1.3,1.2,IL,North Central
565,Holladay,Utah,Small,Bike,7,0.1,0.1,UT,West
566,Holland,Michigan,Small,Bike,316,2.2,0.7,MI,North Central
567,Hollister,California,Small,Bike,183,1.2,1.0,CA,West
568,Holly Springs,North Carolina,Small,Bike,0,0.0,0.3,NC,South
569,Holyoke,Massachusetts,Small,Bike,59,0.4,0.3,MA,Northeast
570,Homer Glen,Illinois,Small,Bike,0,0.0,0.2,IL,North Central
571,Homestead,Florida,Small,Bike,162,0.6,0.4,FL,South
572,Homewood,Alabama,Small,Bike,68,0.5,0.5,AL,South
573,Hoover,Alabama,Small,Bike,0,0.0,0.1,AL,South
574,Hopewell,Virginia,Small,Bike,20,0.2,0.3,VA,South
575,Hopkinsville,Kentucky,Small,Bike,11,0.1,0.1,KY,South
576,Horn Lake,Mississippi,Small,Bike,0,0.0,0.3,MS,South
577,Hot Springs,Arkansas,Small,Bike,47,0.3,0.4,AR,South
578,Houma,Louisiana,Small,Bike,76,0.5,0.5,LA,South
579,Huber Heights,Ohio,Small,Bike,7,0.0,0.1,OH,North Central
580,Hudson,Ohio,Small,Bike,23,0.2,0.3,OH,North Central
581,Huntersville,North Carolina,Small,Bike,75,0.3,0.5,NC,South
582,Huntington,West Virginia,Small,Bike,207,1.0,0.4,WV,South
583,Huntington Park,California,Small,Bike,272,1.1,0.4,CA,West
584,Huntley,Illinois,Small,Bike,29,0.3,0.3,IL,North Central
585,Huntsville,Texas,Small,Bike,47,0.4,0.6,TX,South
586,Hurst,Texas,Small,Bike,52,0.3,0.4,TX,South
587,Hutchinson,Kansas,Small,Bike,58,0.3,0.2,KS,North Central
588,Idaho Falls,Idaho,Small,Bike,256,1.0,0.5,ID,West
589,Imperial Beach,California,Small,Bike,113,1.0,0.7,CA,West
590,Independence,Kentucky,Small,Bike,0,0.0,0.3,KY,South
591,Indian Trail,North Carolina,Small,Bike,14,0.1,0.1,NC,South
592,Indio,California,Small,Bike,133,0.5,0.3,CA,West
593,Inkster,Michigan,Small,Bike,6,0.1,0.1,MI,North Central
594,Inver Grove Heights,Minnesota,Small,Bike,39,0.2,0.2,MN,North Central
595,Iowa City,Iowa,Small,Bike,1477,3.9,0.7,IA,North Central
596,Issaquah,Washington,Small,Bike,121,0.8,0.7,WA,West
597,Ithaca,New York,Small,Bike,283,2.2,1.0,NY,Northeast
598,Jackson,Michigan,Small,Bike,95,0.8,0.5,MI,North Central
599,Jackson,Tennessee,Small,Bike,29,0.1,0.1,TN,South
600,Jacksonville Beach,Florida,Small,Bike,267,2.3,1.1,FL,South
601,Jacksonville,Arkansas,Small,Bike,16,0.1,0.2,AR,South
602,Jacksonville,North Carolina,Small,Bike,303,0.8,0.6,NC,South
603,Jamestown,New York,Small,Bike,52,0.4,0.4,NY,Northeast
604,Janesville,Wisconsin,Small,Bike,95,0.3,0.2,WI,North Central
605,Jefferson City,Missouri,Small,Bike,23,0.1,0.1,MO,North Central
606,Jeffersontown,Kentucky,Small,Bike,12,0.1,0.1,KY,South
607,Jeffersonville,Indiana,Small,Bike,87,0.4,0.4,IN,North Central
608,Johns Creek,Georgia,Small,Bike,80,0.2,0.2,GA,South
609,Johnson City,Tennessee,Small,Bike,45,0.2,0.1,TN,South
610,Johnstown,Pennsylvania,Small,Bike,10,0.1,0.2,PA,Northeast
611,Jonesboro,Arkansas,Small,Bike,104,0.3,0.2,AR,South
612,Joplin,Missouri,Small,Bike,48,0.2,0.2,MO,North Central
613,Junction City,Kansas,Small,Bike,8,0.1,0.1,KS,North Central
614,Juneau and,Alaska,Small,Bike,213,1.3,0.5,AK,West
615,Jupiter,Florida,Small,Bike,179,0.7,0.4,FL,South
616,Jurupa Valley,California,Small,Bike,86,0.2,0.1,CA,West
617,Kalamazoo,Michigan,Small,Bike,322,1.0,0.4,MI,North Central
618,Kalispell,Montana,Small,Bike,188,2.1,1.3,MT,West
619,Kankakee,Illinois,Small,Bike,42,0.4,0.3,IL,North Central
620,Kannapolis,North Carolina,Small,Bike,35,0.2,0.2,NC,South
621,Kaysville,Utah,Small,Bike,26,0.2,0.2,UT,West
622,Kearney,Nebraska,Small,Bike,217,1.3,0.7,NE,North Central
623,Kearny,New Jersey,Small,Bike,21,0.1,0.2,NJ,Northeast
624,Keene,New Hampshire,Small,Bike,112,1.0,0.7,NH,Northeast
625,Keizer,Oregon,Small,Bike,159,1.0,0.6,OR,West
626,Keller,Texas,Small,Bike,15,0.1,0.1,TX,South
627,Kenmore,Washington,Small,Bike,51,0.5,0.5,WA,West
628,Kenner,Louisiana,Small,Bike,111,0.3,0.4,LA,South
629,Kennesaw,Georgia,Small,Bike,0,0.0,0.3,GA,South
630,Kennewick,Washington,Small,Bike,92,0.3,0.2,WA,West
631,Kent,Ohio,Small,Bike,191,1.3,0.7,OH,North Central
632,Kentwood,Michigan,Small,Bike,197,0.8,0.6,MI,North Central
633,Kernersville,North Carolina,Small,Bike,0,0.0,0.3,NC,South
634,Kerrville,Texas,Small,Bike,31,0.4,0.4,TX,South
635,Kettering,Ohio,Small,Bike,119,0.4,0.3,OH,North Central
636,Key West,Florida,Small,Bike,2439,17.4,2.9,FL,South
637,Kingman,Arizona,Small,Bike,32,0.3,0.3,AZ,West
638,Kingsport,Tennessee,Small,Bike,37,0.2,0.2,TN,South
639,Kingston,New York,Small,Bike,84,0.8,0.6,NY,Northeast
640,Kingsville,Texas,Small,Bike,15,0.1,0.2,TX,South
641,Kinston,North Carolina,Small,Bike,20,0.3,0.3,NC,South
642,Kirkland,Washington,Small,Bike,273,1.0,0.4,WA,West
643,Kirkwood,Missouri,Small,Bike,15,0.1,0.2,MO,North Central
644,Kiryas Joel,New York,Small,Bike,0,0.0,0.9,NY,Northeast
645,Kissimmee,Florida,Small,Bike,243,0.9,0.6,FL,South
646,Klamath Falls,Oregon,Small,Bike,31,0.3,0.3,OR,West
647,Kokomo,Indiana,Small,Bike,141,0.7,0.3,IN,North Central
648,Kyle,Texas,Small,Bike,0,0.0,0.3,TX,South
649,La Cañada Flintridge,California,Small,Bike,12,0.1,0.2,CA,West
650,La Crosse,Wisconsin,Small,Bike,701,2.6,0.7,WI,North Central
651,La Habra,California,Small,Bike,143,0.5,0.3,CA,West
652,La Mesa,California,Small,Bike,110,0.4,0.3,CA,West
653,La Mirada,California,Small,Bike,134,0.6,0.3,CA,West
654,La Porte,Indiana,Small,Bike,41,0.4,0.5,IN,North Central
655,La Porte,Texas,Small,Bike,62,0.4,0.4,TX,South
656,La Puente,California,Small,Bike,244,1.4,0.9,CA,West
657,La Quinta,California,Small,Bike,158,1.0,0.8,CA,West
658,La Vergne,Tennessee,Small,Bike,10,0.1,0.1,TN,South
659,La Verne,California,Small,Bike,69,0.5,0.4,CA,West
660,Lacey,Washington,Small,Bike,90,0.5,0.3,WA,West
661,Lafayette,California,Small,Bike,30,0.3,0.3,CA,West
662,Lafayette,Colorado,Small,Bike,130,1.0,0.5,CO,West
663,Lafayette,Indiana,Small,Bike,232,0.7,0.4,IN,North Central
664,LaGrange,Georgia,Small,Bike,6,0.1,0.1,GA,South
665,Laguna Beach,California,Small,Bike,60,0.5,0.5,CA,West
666,Laguna Hills,California,Small,Bike,138,0.9,0.6,CA,West
667,Laguna Niguel,California,Small,Bike,54,0.2,0.2,CA,West
668,Lake Charles,Louisiana,Small,Bike,81,0.3,0.2,LA,South
669,Lake Elsinore,California,Small,Bike,0,0.0,0.2,CA,West
670,Lake Forest,California,Small,Bike,246,0.6,0.3,CA,West
671,Lake Havasu City,Arizona,Small,Bike,47,0.2,0.2,AZ,West
672,Lake in the Hills,Illinois,Small,Bike,0,0.0,0.2,IL,North Central
673,Lake Jackson,Texas,Small,Bike,7,0.1,0.1,TX,South
674,Lake Oswego,Oregon,Small,Bike,98,0.6,0.4,OR,West
675,Lake Stevens,Washington,Small,Bike,0,0.0,0.2,WA,West
676,Lake Worth,Florida,Small,Bike,126,0.8,0.7,FL,South
677,Lakeland,Florida,Small,Bike,206,0.5,0.3,FL,South
678,Lakeville,Minnesota,Small,Bike,55,0.2,0.2,MN,North Central
679,Lakewood,California,Small,Bike,247,0.6,0.3,CA,West
680,Lakewood,Ohio,Small,Bike,171,0.6,0.3,OH,North Central
681,Lakewood,Washington,Small,Bike,128,0.5,0.4,WA,West
682,Lancaster,Ohio,Small,Bike,34,0.2,0.2,OH,North Central
683,Lancaster,Pennsylvania,Small,Bike,200,0.8,0.4,PA,Northeast
684,Lancaster,Texas,Small,Bike,0,0.0,0.2,TX,South
685,Lansing,Illinois,Small,Bike,3,0.0,0.1,IL,North Central
686,Laramie,Wyoming,Small,Bike,1088,6.8,1.8,WY,West
687,Largo,Florida,Small,Bike,441,1.4,0.6,FL,South
688,Lauderdale Lakes,Florida,Small,Bike,15,0.1,0.2,FL,South
689,Lauderhill,Florida,Small,Bike,51,0.2,0.2,FL,South
690,Laurel,Maryland,Small,Bike,143,1.0,1.2,MD,South
691,Lawndale,California,Small,Bike,316,2.2,1.2,CA,West
692,Lawrence,Indiana,Small,Bike,0,0.0,0.1,IN,North Central
693,Lawrence,Kansas,Small,Bike,885,1.9,0.6,KS,North Central
694,Lawrence,Massachusetts,Small,Bike,9,0.0,0.1,MA,Northeast
695,Lawrenceville,Georgia,Small,Bike,0,0.0,0.3,GA,South
696,Lawton,Oklahoma,Small,Bike,75,0.2,0.1,OK,South
697,Layton,Utah,Small,Bike,42,0.1,0.1,UT,West
698,League City,Texas,Small,Bike,87,0.2,0.2,TX,South
699,Leander,Texas,Small,Bike,7,0.1,0.1,TX,South
700,Leavenworth,Kansas,Small,Bike,159,1.1,0.6,KS,North Central
701,Leawood,Kansas,Small,Bike,14,0.1,0.1,KS,North Central
702,Lebanon,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
703,Lebanon,Pennsylvania,Small,Bike,118,1.1,0.9,PA,Northeast
704,Lebanon,Tennessee,Small,Bike,12,0.1,0.2,TN,South
705,Lee's Summit,Missouri,Small,Bike,8,0.0,0.1,MO,North Central
706,Leesburg,Florida,Small,Bike,50,0.7,0.9,FL,South
707,Leesburg,Virginia,Small,Bike,69,0.3,0.4,VA,South
708,Lehi,Utah,Small,Bike,26,0.1,0.2,UT,West
709,Lemon Grove,California,Small,Bike,31,0.3,0.2,CA,West
710,Lemoore,California,Small,Bike,60,0.5,0.7,CA,West
711,Lenexa,Kansas,Small,Bike,47,0.2,0.1,KS,North Central
712,Leominster,Massachusetts,Small,Bike,45,0.2,0.4,MA,Northeast
713,Lewiston,Idaho,Small,Bike,80,0.5,0.4,ID,West
714,Lewiston,Maine,Small,Bike,65,0.4,0.3,ME,Northeast
715,Lewisville,Texas,Small,Bike,291,0.6,0.3,TX,South
716,Liberal,Kansas,Small,Bike,110,1.2,1.2,KS,North Central
717,Liberty,Missouri,Small,Bike,4,0.0,0.1,MO,North Central
718,Libertyville,Illinois,Small,Bike,90,0.9,0.6,IL,North Central
719,Lima,Ohio,Small,Bike,45,0.3,0.3,OH,North Central
720,Lincoln,California,Small,Bike,118,0.8,0.6,CA,West
721,Lincoln Park,Michigan,Small,Bike,52,0.4,0.3,MI,North Central
722,Linden,New Jersey,Small,Bike,22,0.1,0.1,NJ,Northeast
723,Lindenhurst,New York,Small,Bike,0,0.0,0.2,NY,Northeast
724,Lino Lakes,Minnesota,Small,Bike,38,0.4,0.3,MN,North Central
725,Lisle,Illinois,Small,Bike,10,0.1,0.1,IL,North Central
726,Little Elm,Texas,Small,Bike,0,0.0,0.3,TX,South
727,Littleton,Colorado,Small,Bike,93,0.4,0.2,CO,West
728,Livermore,California,Small,Bike,480,1.2,0.3,CA,West
729,Livonia,Michigan,Small,Bike,45,0.1,0.1,MI,North Central
730,Lockport,Illinois,Small,Bike,0,0.0,0.2,IL,North Central
731,Lockport,New York,Small,Bike,57,0.6,0.5,NY,Northeast
732,Lodi,New Jersey,Small,Bike,84,0.7,0.6,NJ,Northeast
733,Lodi,California,Small,Bike,173,0.7,0.3,CA,West
734,Logan,Utah,Small,Bike,982,4.1,1.1,UT,West
735,Loma Linda,California,Small,Bike,93,0.9,0.8,CA,West
736,Lombard,Illinois,Small,Bike,143,0.6,0.7,IL,North Central
737,Lomita,California,Small,Bike,147,1.5,0.9,CA,West
738,Lompoc,California,Small,Bike,81,0.5,0.3,CA,West
739,Long Beach,New York,Small,Bike,194,1.1,0.5,NY,Northeast
740,Long Branch,New Jersey,Small,Bike,296,1.9,1.4,NJ,Northeast
741,Longmont,Colorado,Small,Bike,410,1.0,0.3,CO,West
742,Longview,Texas,Small,Bike,133,0.4,0.3,TX,South
743,Longview,Washington,Small,Bike,141,1.0,0.5,WA,West
744,Lorain,Ohio,Small,Bike,72,0.3,0.3,OH,North Central
745,Los Altos,California,Small,Bike,216,1.8,0.9,CA,West
746,Los Banos,California,Small,Bike,48,0.4,0.4,CA,West
747,Los Gatos,California,Small,Bike,96,0.7,0.5,CA,West
748,Loveland,Colorado,Small,Bike,297,0.9,0.4,CO,West
749,Loves Park,Illinois,Small,Bike,36,0.3,0.4,IL,North Central
750,Lufkin,Texas,Small,Bike,72,0.5,0.4,TX,South
751,Lumberton,North Carolina,Small,Bike,13,0.2,0.3,NC,South
752,Lynchburg,Virginia,Small,Bike,34,0.1,0.1,VA,South
753,Lynn,Massachusetts,Small,Bike,280,0.7,0.5,MA,Northeast
754,Lynnwood,Washington,Small,Bike,31,0.2,0.2,WA,West
755,Lynwood,California,Small,Bike,114,0.5,0.3,CA,West
756,Machesney Park,Illinois,Small,Bike,21,0.2,0.2,IL,North Central
757,Macon,Georgia,Small,Bike,46,0.1,0.1,GA,South
758,Madera,California,Small,Bike,89,0.5,0.4,CA,West
759,Madison,Alabama,Small,Bike,56,0.3,0.3,AL,South
760,Madison,Mississippi,Small,Bike,0,0.0,0.3,MS,South
761,Madison Heights,Michigan,Small,Bike,45,0.3,0.3,MI,North Central
762,Malden,Massachusetts,Small,Bike,240,0.8,0.5,MA,Northeast
763,Manassas,Virginia,Small,Bike,65,0.3,0.5,VA,South
764,Manhattan Beach,California,Small,Bike,123,0.7,0.4,CA,West
765,Manhattan,Kansas,Small,Bike,357,1.2,0.5,KS,North Central
766,Manitowoc,Wisconsin,Small,Bike,146,0.9,0.5,WI,North Central
767,Mankato,Minnesota,Small,Bike,175,0.8,0.3,MN,North Central
768,Mansfield,Ohio,Small,Bike,11,0.1,0.1,OH,North Central
769,Mansfield,Texas,Small,Bike,0,0.0,0.1,TX,South
770,Manteca,California,Small,Bike,80,0.3,0.2,CA,West
771,Maple Grove,Minnesota,Small,Bike,69,0.2,0.1,MN,North Central
772,Maple Heights,Ohio,Small,Bike,28,0.3,0.4,OH,North Central
773,Maple Valley,Washington,Small,Bike,13,0.1,0.2,WA,West
774,Maplewood,Minnesota,Small,Bike,76,0.4,0.3,MN,North Central
775,Marana,Arizona,Small,Bike,28,0.2,0.2,AZ,West
776,Margate,Florida,Small,Bike,115,0.5,0.3,FL,South
777,Maricopa,Arizona,Small,Bike,158,0.8,0.9,AZ,West
778,Marietta,Georgia,Small,Bike,125,0.4,0.4,GA,South
779,Marina,California,Small,Bike,73,0.8,0.6,CA,West
780,Marion,Indiana,Small,Bike,79,0.7,0.4,IN,North Central
781,Marion,Iowa,Small,Bike,79,0.4,0.4,IA,North Central
782,Marion,Ohio,Small,Bike,0,0.0,0.2,OH,North Central
783,Marlborough,Massachusetts,Small,Bike,0,0.0,0.2,MA,Northeast
